FigFam	description	X188.non.day.5	X190.non.day.5	X191.non.day.5	X193.non.day.5	X196.non.day.5	X197.non.day.5	X187.carb.day.5	X189.carb.day.5	X192.carb.day.5	X194.carb.day.5	X195.carb.day.5	X198.carb.day.5	Pvalues	Qvalues	fold_change	
"FIG00003124_Vitamin_B12_ABC_transporter,_permease_component_BtuC_"	FIG00003124	"Vitamin_B12_ABC_transporter,_permease_component_BtuC_"	184.2	61.5	152	258	77.6	43.2	133.4	130.6	238.3	269.3	156.4	185.7	0.38594856	0.934455986	1.434256278
FIG00003842_DNA-directed_RNA_polymerase_subunit_D_(EC_2.7.7.6)_	FIG00003842	DNA-directed_RNA_polymerase_subunit_D_(EC_2.7.7.6)_	105.8	57.8	246.6	99.5	46.6	79.4	133.3	53	289	172.3	85.7	61.5	0.616042021	0.953915803	1.250275287
FIG00883257_SECRETION_ACTIVATOR_PROTEIN_	FIG00883257	SECRETION_ACTIVATOR_PROTEIN_	0	0	2	0.8	0	0	0	0	90	0	0	0	0.01075403	0.371204296	32.14285714
FIG01032465_FIG01032466:_hypothetical_protein_	FIG01032465	FIG01032466:_hypothetical_protein_	27.6	13.2	21	26.5	10.7	5.7	15.4	13.8	14.8	38.4	8.3	5.7	0.871727836	0.973775459	-1.086099585
FIG00034461_Polysaccharide_biosynthesis_protein_CpsF_	FIG00034461	Polysaccharide_biosynthesis_protein_CpsF_	1.6	4.4	15	4.6	3.2	0	1.4	0.8	3.5	7.3	0	1.4	0.37966717	0.934264222	-2
FIG01032654_FIG01032655:_hypothetical_protein_	FIG01032654	FIG01032655:_hypothetical_protein_	317.4	114.8	122	90.9	31.9	13.6	86.7	131.9	89.8	291.6	58.4	144.9	0.751321404	0.966524178	1.163191428
"FIG00524510_peptidase_C11,_clostripain_"	FIG00524510	"peptidase_C11,_clostripain_"	1.6	3.4	11	7	5.3	1.3	0	1.6	17	7.3	1.7	5	0.862517152	0.973754377	1.101351351
FIG00341289_Prephenate_dehydratase_(EC_4.2.1.51)_	FIG00341289	Prephenate_dehydratase_(EC_4.2.1.51)_	1200.7	102.1	608.2	852.2	276.8	68	341.5	722.5	710.4	405.3	299.7	218.5	0.745904708	0.966185501	-1.152007117
"FIG01304668_Similar_to_tRNA_pseudouridine_synthase_C,_group_TruC1_"	FIG01304668	"Similar_to_tRNA_pseudouridine_synthase_C,_group_TruC1_"	0	18	117.8	22.5	3.2	16.5	36.3	7.4	89.3	34.9	23.3	9.3	0.860272645	0.973461993	1.126404494
"FIG01347538_TonB-dependent_receptor,_putative_"	FIG01347538	"TonB-dependent_receptor,_putative_"	2371.8	805.9	865.6	2441.6	595.7	114.8	1517.3	2193.4	3464.7	728.2	969.2	856.6	0.470576756	0.943069661	1.352169442
FIG01385218_FIG00403675:_hypothetical_protein_	FIG01385218	FIG00403675:_hypothetical_protein_	2.1	0	2	10.1	1.1	0	3.5	11.5	1.4	12.8	2.5	0.7	0.347321348	0.928461525	2.117647059
FIG00109688_Glycogen_debranching_enzyme_(EC_3.2.1.-)_	FIG00109688	Glycogen_debranching_enzyme_(EC_3.2.1.-)_	360.8	254.1	1383.2	860.6	239.8	542.4	410.7	424.3	594	972.1	531.3	369.7	0.79564759	0.967658856	-1.102601375
FIG01020329_FIG01020332:_hypothetical_protein_	FIG01020329	FIG01020332:_hypothetical_protein_	211.4	38.1	108.9	40.5	17.9	76.8	12.6	40	93.3	55	37.2	16.5	0.196311228	0.911756593	-1.938727416
FIG00527897_FIG00527899:_hypothetical_protein_	FIG00527897	FIG00527899:_hypothetical_protein_	0	43.6	139.8	0	4.2	4.5	0	10.6	7.8	23.9	0	12.2	0.158562045	0.892247916	-3.524770642
FIG01340511_Uncharacterized_conserved_protein_	FIG01340511	Uncharacterized_conserved_protein_	69.6	116.6	278.7	147.6	181.8	106.8	156.3	122.6	678.5	157.7	196.4	131.4	0.270526842	0.926802039	1.60126512
FIG00897868_FIG00897869:_hypothetical_protein_	FIG00897868	FIG00897869:_hypothetical_protein_	0.5	0	1	1.6	1.1	0	0	1.6	0.7	0	0	0	0.782551602	0.966524178	-1.826086957
FIG00493194_CDP-alcohol_phosphatidyltransferase_	FIG00493194	CDP-alcohol_phosphatidyltransferase_	2.7	3.1	18	14	4.3	3.1	20.2	5.7	3.5	9.1	9.2	0.7	0.898088169	0.974609745	1.07079646
FIG01703771_Carboxyl_esterase_family_II_protein_	FIG01703771	Carboxyl_esterase_family_II_protein_	23.4	19	122.8	7.8	28.5	9.9	12.6	11.5	67.3	38.5	5	33	0.693518639	0.964549755	-1.259082787
FIG01055243_FIG01055244:_hypothetical_protein_	FIG01055243	FIG01055244:_hypothetical_protein_	1.1	0	1	0	5.3	0	0	2.5	12.8	3.7	0.8	0.7	0.24709717	0.924036095	2.77027027
FIG01528484_FIG00406490:_hypothetical_protein_	FIG01528484	FIG00406490:_hypothetical_protein_	15.4	45.6	23	135.8	8.4	12.1	101.9	31.9	68	64.2	79.9	35.9	0.377109622	0.932823941	1.588847274
FIG00032907_Two-component_sensor_kinase_YvcQ_	FIG00032907	Two-component_sensor_kinase_YvcQ_	0	2	16	3.2	1.1	0	1.4	0.8	2.1	0	0	0	0.097843876	0.830195643	-5.186046512
FIG00534629_FIG00534630:_hypothetical_protein_	FIG00534629	FIG00534630:_hypothetical_protein_	7.4	0	1	3.9	0	0	1.4	7.3	3.5	3.7	0	4.3	0.566911122	0.945359827	1.642276423
FIG01334515_Phage_DNA_transfer_protein_	FIG01334515	Phage_DNA_transfer_protein_	0	0.7	0	21	0	0	2.1	49.9	0.7	0	0	0	0.402515057	0.934455986	2.428571429
FIG01306590_Menaquinone_via_futalosine_polyprenyltransferase_(MenA_homolog)_	FIG01306590	Menaquinone_via_futalosine_polyprenyltransferase_(MenA_homolog)_	17.5	7.1	14	19.4	20.2	9.4	0	9	51.6	25.7	7.5	10	0.766591091	0.966524178	1.184931507
FIG00940008_FIG00940009:_hypothetical_protein_	FIG00940008	FIG00940009:_hypothetical_protein_	24.9	0.3	3	4.7	0	0	0	0	78.7	25.6	0	2.2	0.23184267	0.922627079	3.237082067
FIG01291334_Xanthine-uracil_permease_	FIG01291334	Xanthine-uracil_permease_	140.6	14	55	64.4	31.8	5.8	42.7	64.7	412.3	100.8	70.8	95.4	0.088684945	0.817523933	2.524711168
FIG00898205_FIG00898206:_hypothetical_protein_	FIG00898205	FIG00898206:_hypothetical_protein_	0.5	3.7	0	2.4	2.2	0.4	0.7	0	0	9.2	4.1	5.1	0.361711045	0.930691763	2.076086957
FIG00340321_Penicillin-binding_protein_2B_	FIG00340321	Penicillin-binding_protein_2B_	13.4	14.1	9	34.2	11.7	7	34.9	23.7	24.8	22.1	40.1	15.8	0.257266059	0.925557033	1.805369128
FIG01960227_FIG002344:_Hydrolase_(HAD_superfamily)_	FIG01960227	FIG002344:_Hydrolase_(HAD_superfamily)_	0	0.3	2	0	0	1.3	0	0.8	0	0	7.5	0	0.323371911	0.926802039	2.305555556
FIG00000043_Pyruvate_kinase_(EC_2.7.1.40)_	FIG00000043	Pyruvate_kinase_(EC_2.7.1.40)_	10114	1826.3	4661.8	4064.3	2018.7	1253.8	5304.7	5235.7	5218.3	5584.7	3417.8	2088.9	0.742226915	0.966185501	1.121609598
FIG00005547_Ribosomal_RNA_small_subunit_methyltransferase_D_(EC_2.1.1.-)_	FIG00005547	Ribosomal_RNA_small_subunit_methyltransferase_D_(EC_2.1.1.-)_	288	195.3	510.5	275.8	469.4	105.3	369.6	197.7	453.4	245.4	147	90.3	0.608988618	0.953704076	-1.226752694
"FIG00016265_Carboxynorspermidine_dehydrogenase,_putative_(EC_1.1.1.-)_"	FIG00016265	"Carboxynorspermidine_dehydrogenase,_putative_(EC_1.1.1.-)_"	1196.9	347.9	1249.2	1298.4	654.9	523.1	1511.8	1032.9	2315.3	1094.8	858.3	443.9	0.373046884	0.932448866	1.376935337
FIG01226261_enterotoxin_/_cell-wall_binding_protein_	FIG01226261	enterotoxin_/_cell-wall_binding_protein_	0	0	0	2.3	0	0	0	0.8	0	1.8	0.8	0	0.527173584	0.943069661	1.47826087
FIG00000177_Translation_elongation_factor_P_	FIG00000177	Translation_elongation_factor_P_	7270.5	2561.7	10672.3	5660.2	3409.1	2979.1	7729.7	7373.6	8569.7	6822.8	4346.2	3134.8	0.628333415	0.956405541	1.166618028
FIG01425569_Conserved_membrane_protein_YtaF_	FIG01425569	Conserved_membrane_protein_YtaF_	5.8	2.3	131.7	32.6	2.1	5.3	81	31.9	8.5	31.1	47.5	22.9	0.741696468	0.966178035	1.23971079
FIG01304561_Cell_division_protein_FtsQ_homolog_	FIG01304561	Cell_division_protein_FtsQ_homolog_	1.6	0	0	0	0	0	0	0.8	1.4	1.8	0	0	0.527090662	0.943069661	2.5
FIG01729759_General_secretion_family_related_protein_	FIG01729759	General_secretion_family_related_protein_	0.5	2.4	6	1.6	1.1	6.3	6.3	0	4.3	1.8	0	9.3	0.802206221	0.968202743	1.212290503
FIG00938486_FIG00938487:_hypothetical_protein_	FIG00938486	FIG00938487:_hypothetical_protein_	14.8	11.1	38	140.5	52.9	8.9	10.5	46.6	67.2	44	73.3	7.2	0.900860322	0.974993648	-1.069935691
FIG00549609_putative_cation_efflux_transporter_	FIG00549609	putative_cation_efflux_transporter_	6.4	24.6	36	36.5	18	2.1	14	11.4	34	9.1	18.3	10.7	0.67918787	0.963706797	-1.267692308
FIG00063189_Translation_elongation_factor_G_	FIG00063189	Translation_elongation_factor_G_	25781.5	12683	25252.8	25514	14255.8	9296.2	24843.2	23309.5	40016.1	32237	18578.4	16445.2	0.26708619	0.926802039	1.378124244
FIG01955919_Thioredoxin_	FIG01955919	Thioredoxin_	1580.9	2288.7	994.1	955.2	1096.2	570.1	1498.5	1382.1	5079.9	1784.9	949.4	1320.9	0.189032999	0.905943887	1.605261048
FIG00762963_hemolysin_hemolytic_protein_hlpA_	FIG00762963	hemolysin_hemolytic_protein_hlpA_	4.3	7.1	2	10.9	4.3	0.4	1.4	6.5	0	14.7	11.6	0	0.813314955	0.971339509	1.179310345
FIG00134863_Conjugative_transposon_protein_TraP_@_DNA_primase_(EC_2.7.7.-)_	FIG00134863	Conjugative_transposon_protein_TraP_@_DNA_primase_(EC_2.7.7.-)_	3.6	29.5	5	33.5	14.8	5.7	49.6	5.6	19.8	34.8	21.5	12.8	0.447863607	0.939741418	1.564603692
"FIG00001807_Indigoidine_synthase_A-like_protein,_uncharacterized_enzyme_involved_in_pigment_biosynthesis_"	FIG00001807	"Indigoidine_synthase_A-like_protein,_uncharacterized_enzyme_involved_in_pigment_biosynthesis_"	2.1	0.7	4	1.6	3.2	0	0	1.6	0.7	0	1.7	1.4	0.433131264	0.939136389	-2.148148148
"FIG00751738_beta-1,3-glucanase_precursor_"	FIG00751738	"beta-1,3-glucanase_precursor_"	22.8	0	1	0	2.1	0	0.7	8.2	1.4	0	0.8	0.7	0.419938945	0.939136389	-2.194915254
FIG00906901_FIG00906902:_hypothetical_protein_	FIG00906901	FIG00906902:_hypothetical_protein_	54.7	6.1	4	0	0	0	0.7	0	0	0	0	0.7	0.005383569	0.335820515	-46.28571429
FIG01748875_Protein_of_unknown_function_DUF204_	FIG01748875	Protein_of_unknown_function_DUF204_	0	1	6	2.3	1.1	2.2	0	0.8	9.9	0	3.3	5.7	0.559497721	0.944305127	1.563492063
FIG01420658_conserved_hypothetical_protein_TIGR00252_	FIG01420658	conserved_hypothetical_protein_TIGR00252_	0	3.7	25	2.3	8.4	0	19.5	4.9	7.8	0	5.8	2.2	0.951060861	0.979652634	1.020304569
FIG00000107_Adenylosuccinate_synthetase_(EC_6.3.4.4)_	FIG00000107	Adenylosuccinate_synthetase_(EC_6.3.4.4)_	9447.1	2475.2	8797.3	5474.3	2556.4	2309.1	6114.2	4561	7036.6	6563.9	3953.4	3247.6	0.967094313	0.980600559	1.013435546
FIG00518018_accessory_gene_regulator_	FIG00518018	accessory_gene_regulator_	0	8.8	6	0	9.5	8.5	3.5	10.6	2.8	203.7	0	0.7	0.040984646	0.68545557	6.74695122
FIG00137450_hypothetical_protein_PA3071_	FIG00137450	hypothetical_protein_PA3071_	723.2	319.7	314.6	744.1	690.4	421.1	346.4	478.4	1728.8	989	334.8	563.7	0.388270504	0.934455986	1.382185428
FIG01026466_FIG01026468:_hypothetical_protein_	FIG01026466	FIG01026468:_hypothetical_protein_	5.8	0	1	0	14.8	0	0.7	0	1.4	1.8	0	0.7	0.144806112	0.884614361	-4.695652174
FIG01304149_Glutathione_S-transferase_domain_protein_	FIG01304149	Glutathione_S-transferase_domain_protein_	1.6	0	0	13.3	0	0.8	0	0	0	0	0	0	0.003456364	0.311125891	-52.33333333
FIG00012565_Spore_coat_protein_S_	FIG00012565	Spore_coat_protein_S_	0	34.8	63	7	4.4	0.8	61.5	21.2	11.3	71.5	17.4	33.8	0.31928264	0.926802039	1.97
FIG01336128_FIG00412396:_hypothetical_protein_	FIG01336128	FIG00412396:_hypothetical_protein_	7	273.4	42	73.7	63.4	13	20.3	18.8	149.5	45.8	10.8	30.9	0.363000917	0.930691763	-1.711336472
FIG01623344_FIG00752465:_hypothetical_protein_	FIG01623344	FIG00752465:_hypothetical_protein_	0.5	0	0	0	0	0	3.5	0	0.7	0	0	2.2	0.006873968	0.339449998	12.8
FIG00001930_Cell_division_protein_FtsB_	FIG00001930	Cell_division_protein_FtsB_	3.7	0.3	6	0	7.4	0.4	0	0.8	3.5	9.1	7.5	0	0.777561859	0.966524178	1.174157303
FIG01332916_FIG00412737:_hypothetical_protein_	FIG01332916	FIG00412737:_hypothetical_protein_	16.5	19.9	28	90	39	9.3	44.6	16.4	74.4	91.8	35.8	50.8	0.38791782	0.934455986	1.548100641
FIG00937325_FIG00937326:_hypothetical_protein_	FIG00937325	FIG00937326:_hypothetical_protein_	0	3.7	0	0	0	0	1.4	1.6	5	1.8	0	0.7	0.318828264	0.926802039	2.837837838
FIG00577095_Efflux_pump_antibiotic_resistance_protein_	FIG00577095	Efflux_pump_antibiotic_resistance_protein_	1.6	0	0	3.1	0	0	0	0	0	1.8	0	0	0.420385977	0.939136389	-2.611111111
FIG01020301_FIG01020303:_hypothetical_protein_	FIG01020301	FIG01020303:_hypothetical_protein_	11.1	0.7	42.9	5.4	0	0.9	14	4.9	13.4	7.3	0.8	0	0.600838254	0.951231516	-1.50990099
FIG00938578_FIG00938580:_hypothetical_protein_	FIG00938578	FIG00938580:_hypothetical_protein_	339.3	39.9	94.9	195.6	66.7	18.3	60.1	193.1	211.1	207.3	66.6	41.5	0.946675921	0.979508833	1.033125745
FIG01032699_FIG01032700:_hypothetical_protein_	FIG01032699	FIG01032700:_hypothetical_protein_	122.7	9.5	63.9	4.8	7.4	24.3	8.4	17.1	12.8	34.8	19.1	54.6	0.435173588	0.939136389	-1.584468665
FIG01470723_FIG00414623:_hypothetical_protein_	FIG01470723	FIG00414623:_hypothetical_protein_	0	10.8	0	0	0	0	0	0	1.4	0	0	0	0.073534602	0.790153843	-7.714285714
FIG01032340_FIG01032341:_hypothetical_protein_	FIG01032340	FIG01032341:_hypothetical_protein_	3.2	0	5	5.4	1.1	0.9	0.7	0.8	1.4	3.7	0.8	7.2	1	0.980600559	-1.068493151
"FIG01851635_conserved_hypothetical_protein,_membrane_"	FIG01851635	"conserved_hypothetical_protein,_membrane_"	0	0	4	0	1.1	0	0	0.8	0	0	0	0	0.186647443	0.905943887	-6.375
FIG01512525_oxidoreductase_family_protein_	FIG01512525	oxidoreductase_family_protein_	43.4	339.6	564.1	344.6	828.9	93.6	557.6	190.5	479.6	341.1	99.9	137	0.65314171	0.960803212	-1.226228056
FIG00529186_Transmembrane_component_SCO2323_of_energizing_module_of_predicted_cobalamin_ECF_transporter_	FIG00529186	Transmembrane_component_SCO2323_of_energizing_module_of_predicted_cobalamin_ECF_transporter_	0.5	0.6	6	7.8	5.4	4	2.1	3.2	9.9	9.2	5	1.4	0.764337156	0.966524178	1.267489712
"FIG01956023_Transcriptional_regulator,_AsnC_family_"	FIG01956023	"Transcriptional_regulator,_AsnC_family_"	1141.6	408.6	743.4	1077.4	511.2	254.6	748.7	966.6	1646.2	975.5	740.4	537.4	0.39016235	0.934455986	1.35728099
FIG00143356_tRNA(U54)-2-thioribothymidine_synthetase_	FIG00143356	tRNA(U54)-2-thioribothymidine_synthetase_	3.7	3	8	3.9	2.1	3.1	1.4	1.6	3.5	3.7	0	2.1	0.419679376	0.939136389	-1.93495935
FIG00520744_FIG00520746:_hypothetical_protein_	FIG00520744	FIG00520746:_hypothetical_protein_	0.5	1	0	0	0	0.4	0	0.8	1.4	1.8	0	0	0.231132909	0.922627079	2.105263158
"FIG00021644_Molybdenum_ABC_transporter,_periplasmic_molybdenum-binding_protein_ModA_(TC_3.A.1.8.1)_"	FIG00021644	"Molybdenum_ABC_transporter,_periplasmic_molybdenum-binding_protein_ModA_(TC_3.A.1.8.1)_"	75.9	87.4	98	84	60.3	178.2	42	54.8	172.6	220	34.9	267.6	0.496635529	0.943069661	1.356457691
FIG00004612_LSU_m5C1962_methyltransferase_RlmI_	FIG00004612	LSU_m5C1962_methyltransferase_RlmI_	987.2	271.6	717.2	946.8	469.4	251.2	442.2	587.9	1249	632.3	397.7	346.9	0.992308679	0.980600559	1.003458308
FIG00520892_FIG00520894:_hypothetical_protein_	FIG00520892	FIG00520894:_hypothetical_protein_	0	0	2	0.8	1.1	1.3	0	0	0	0	0	0	0.006881	0.339449998	-17.33333333
FIG00469577_FIG00469578:_hypothetical_protein_	FIG00469577	FIG00469578:_hypothetical_protein_	5.8	9.1	13	3.9	15.8	5.8	0	5.7	25.5	7.3	2.5	8.6	0.910072753	0.975158918	-1.076612903
FIG01401316_FIG00404895:_hypothetical_protein_	FIG01401316	FIG00404895:_hypothetical_protein_	0.5	41.3	4	0	27.4	8.1	3.5	5.7	70.8	14.7	4.2	18	0.604156934	0.951377795	1.437884379
FIG00589441_FIG00589442:_hypothetical_protein_	FIG00589441	FIG00589442:_hypothetical_protein_	9	7.8	15	3.1	4.2	1.3	0.7	0.8	0	1.8	2.5	4.3	0.081593679	0.811570676	-4
FIG01032415_FIG01032418:_hypothetical_protein_	FIG01032415	FIG01032418:_hypothetical_protein_	0	8.8	5	3.1	1.1	3.6	7	8.2	6.4	25.7	5	8.6	0.156064107	0.888810474	2.819444444
FIG00021030_Coenzyme_F420_hydrogenase_alpha_subunit_(FrcA)_(EC_1.12.98.1)_	FIG00021030	Coenzyme_F420_hydrogenase_alpha_subunit_(FrcA)_(EC_1.12.98.1)_	264.6	845.2	988.4	234.2	70.8	493.3	291	170.2	662.4	552.3	353.8	494.4	0.739200693	0.966178035	-1.147537736
FIG00090701_Tetracycline_resistance_protein_TetW_	FIG00090701	Tetracycline_resistance_protein_TetW_	1749.2	7293.4	4940.7	6061.6	9160.4	1714.8	10954.1	3921.7	19364.4	13857.8	2617.1	11025.6	0.068306463	0.782783877	1.996782029
FIG00647200_FIG00647201:_hypothetical_protein_	FIG00647200	FIG00647201:_hypothetical_protein_	9.1	3.4	5	14.8	2.1	4.4	0	10.7	4.2	18.3	1.7	7.1	0.888399306	0.973877342	1.082474227
FIG00937228_mannose-1-phosphate_guanyltransferase_	FIG00937228	mannose-1-phosphate_guanyltransferase_	276	186.6	484.4	455.6	221.8	71.3	608	500.7	846	1267.8	406.4	156.9	0.057135417	0.753345956	2.232588312
FIG00745891_type_1_capsular_polysaccharide_biosynthesis_protein(_EC:2.4.1.-_)_	FIG00745891	type_1_capsular_polysaccharide_biosynthesis_protein(_EC:2.4.1.-_)_	0.5	6.4	0	53.5	0	0	0	0	20.5	25.7	0	0	0.795306667	0.967658856	-1.307359307
FIG01435948_FIG00403631:_hypothetical_protein_	FIG01435948	FIG00403631:_hypothetical_protein_	158.8	1460.9	355.5	492.1	367.4	193.3	485.7	1884.8	1139.6	2359.8	532.8	151.4	0.094034878	0.823997902	2.164498018
FIG00081441_Conjugative_transposon_protein_TraA_	FIG00081441	Conjugative_transposon_protein_TraA_	2.6	0.3	29	3.9	1.1	0	0.7	0	4.9	0	66.6	0	0.481767805	0.943069661	1.956639566
FIG00009496_Predicted_endonuclease_distantly_related_to_archaeal_Holliday_junction_resolvase_	FIG00009496	Predicted_endonuclease_distantly_related_to_archaeal_Holliday_junction_resolvase_	0.5	0	0	1.6	0	1.3	0.7	0.8	0	0	0.8	0	0.999999956	0.980600559	-1.47826087
FIG00043852_2-deoxy-D-gluconate_3-dehydrogenase_(EC_1.1.1.125)_	FIG00043852	2-deoxy-D-gluconate_3-dehydrogenase_(EC_1.1.1.125)_	1247.7	4020.8	4626.4	6316.4	1893.2	3118.7	1578.3	2313.3	5265.4	6532	2229.8	3392.7	0.990311517	0.980600559	1.004160541
FIG01556122_Bacterial_sugar_transferase_	FIG01556122	Bacterial_sugar_transferase_	0	0.7	0	0	0	0	0	0	10.6	0	0	0.7	0.057516232	0.754868302	16.14285714
FIG00946419_RDD_domain_containing_protein_	FIG00946419	RDD_domain_containing_protein_	0	0.3	32.9	5.4	1.1	1.3	15.4	3.3	0	0	0	0	0.422829835	0.939136389	-2.192513369
FIG00938280_FIG00938284:_hypothetical_protein_	FIG00938280	FIG00938284:_hypothetical_protein_	1.1	0.3	0	5.4	1.1	0	2.1	0	2.8	0	0.8	0	0.877226183	0.973775459	-1.385964912
FIG00004103_LSU_ribosomal_protein_L27Ae_(L15p)_	FIG00004103	LSU_ribosomal_protein_L27Ae_(L15p)_	36.7	233.9	2359.1	433.7	356.9	94.6	354.6	560.4	1445.4	1387.2	153.2	689.4	0.607290294	0.953011829	1.3059262
FIG00035237_Conjugative_transposon_protein_TraG_	FIG00035237	Conjugative_transposon_protein_TraG_	11.7	11.2	2	344.4	23.4	6.6	27.9	32.7	55.9	104.6	11.6	10.1	0.469303026	0.943069661	-1.644563427
FIG01961433_LSU_ribosomal_protein_L28p_	FIG01961433	LSU_ribosomal_protein_L28p_	138.6	488.8	543.2	541.4	181.6	485.8	460.1	153.9	720.1	583.5	204.6	390.9	0.887547286	0.973877342	1.056190636
FIG01358029_Putative_sugar_ABC_transporter_	FIG01358029	Putative_sugar_ABC_transporter_	128.2	2.4	3	24.2	10.6	6.7	13.3	29.4	15.5	10.9	5.8	26.6	0.402571997	0.934455986	-1.725123153
"FIG01250390_Type_II_restriction_endonuclease,_MutH_family_"	FIG01250390	"Type_II_restriction_endonuclease,_MutH_family_"	1	0	559.1	0	5.3	0	0	0	43.2	0	0	81.8	0.179431256	0.905943887	-4.5232
FIG00012254_FIG01045360:_hypothetical_protein_	FIG00012254	FIG01045360:_hypothetical_protein_	40.9	51.8	132.7	262.3	33.7	24.6	38.5	53.1	131.9	144.9	102.4	40.9	0.88830556	0.973877342	-1.067031464
FIG00001753_Dihydrolipoamide_acetyltransferase_component_(E2)_of_acetoin_dehydrogenase_complex_(EC_2.3.1.-)_	FIG00001753	Dihydrolipoamide_acetyltransferase_component_(E2)_of_acetoin_dehydrogenase_complex_(EC_2.3.1.-)_	189	300.4	977.7	392	736.3	229.7	1232.6	338.6	631.8	372.4	289	434.7	0.690659744	0.964549755	1.167781671
FIG00000825_Glutaminyl-tRNA_synthetase_(EC_6.1.1.18)_	FIG00000825	Glutaminyl-tRNA_synthetase_(EC_6.1.1.18)_	1240.5	865.8	3911.3	2327.2	1369	1003.6	2475.2	1660.9	3550.7	2893.3	1729.2	925.1	0.540675271	0.943069661	1.234851736
FIG01580940_LysR-type_transcriptional_regulator_	FIG01580940	LysR-type_transcriptional_regulator_	2.1	1.7	0	0	2.2	0	0	0	4.9	3.7	0	0.7	0.605620131	0.951771499	1.55
FIG00042188_Dihydroflavonol-4-reductase_(EC_1.1.1.219)_	FIG00042188	Dihydroflavonol-4-reductase_(EC_1.1.1.219)_	97.8	124.2	426.3	236.7	880.6	286.6	943.6	282.1	1296.9	91.5	190.8	167.1	0.433399115	0.939136389	1.44820193
FIG00514333_FIG00514334:_hypothetical_protein_	FIG00514333	FIG00514334:_hypothetical_protein_	0	1	0	4.7	0	0.4	0	1.6	0	5.5	0	0	0.787161283	0.966524178	1.163934426
FIG01318161_Xylitol_dehydrogenase_	FIG01318161	Xylitol_dehydrogenase_	25	47.7	39	22.5	14.8	11.7	51.7	14.7	92.1	27.5	47.5	9.3	0.424875946	0.939136389	1.510889857
FIG00000866_2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid_synthase_(EC_2.2.1.9)_	FIG00000866	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid_synthase_(EC_2.2.1.9)_	818.3	223.2	576.4	807.9	252.4	128.2	649.4	616.6	1093	1038.3	328.3	234.9	0.390317803	0.934455986	1.411238597
FIG01404059_type_II_restriction_enzyme_	FIG01404059	type_II_restriction_enzyme_	2.7	3	2	3.2	3.2	0	0.7	9.8	3.5	91.8	49.9	17.9	0.002312381	0.311125891	12.31205674
FIG01407202_putative_capsid_protein_	FIG01407202	putative_capsid_protein_	0	0	4	0	1.1	0	0.7	0	9.2	22	0	0	0.090346664	0.817523933	6.254901961
FIG01553828_FIG00262686:_hypothetical_protein_	FIG01553828	FIG00262686:_hypothetical_protein_	0.5	0	6	0	0	4.4	1.4	1.6	1.4	11	2.5	0.7	0.524791686	0.943069661	1.706422018
FIG00647225_FIG00647226:_hypothetical_protein_	FIG00647225	FIG00647226:_hypothetical_protein_	188.4	42.9	3	55.8	25.4	19.2	18.9	130	109.1	308.2	53.3	84.6	0.187360652	0.905943887	2.103674933
"FIG01717549_related_to_F420H2-dehydrogenase,_beta_subunit_"	FIG01717549	"related_to_F420H2-dehydrogenase,_beta_subunit_"	4.8	1	12	3.9	1.1	0	0.7	2.4	0	3.7	4.2	0.7	0.438898779	0.939136389	-1.948717949
FIG00012916_Periplasmic_nitrate_reductase_component_NapL_	FIG00012916	Periplasmic_nitrate_reductase_component_NapL_	26	70.3	66.9	77.6	51.7	58	9.1	37.6	167.2	34.9	53.3	104	0.763839436	0.966524178	1.158630528
"FIG00001492_Scaffold_protein_for_[4Fe-4S]_cluster_assembly_ApbC,_MRP-like_"	FIG00001492	"Scaffold_protein_for_[4Fe-4S]_cluster_assembly_ApbC,_MRP-like_"	0.5	0	0	0	0	0	15.4	0.8	0	3.7	0	0	0.002573952	0.311125891	39.8
FIG01666281_FIG00519304:_hypothetical_protein_	FIG01666281	FIG00519304:_hypothetical_protein_	4.8	17.6	55.9	10.9	6.4	15.3	74.6	74.4	27.6	40.4	18.3	25.1	0.125991716	0.867609808	2.348061317
FIG01228065_Hypothetical_membrane_spanning_protein_	FIG01228065	Hypothetical_membrane_spanning_protein_	23.9	15.6	28	11.7	2.2	7.1	5.6	6.6	5.6	0	3.4	13.6	0.184892658	0.905943887	-2.543103448
FIG01960609_3-polyprenyl-4-hydroxybenzoate_carboxy-lyase_(EC_4.1.1.-)_	FIG01960609	3-polyprenyl-4-hydroxybenzoate_carboxy-lyase_(EC_4.1.1.-)_	24.9	12.8	38	43.5	31.7	14.8	2.1	20.4	77.2	23.7	17.5	20.7	0.955736143	0.980331017	-1.025371287
FIG00938715_FIG00938717:_hypothetical_protein_	FIG00938715	FIG00938717:_hypothetical_protein_	71.7	98.6	109.9	328.9	273.5	16	94.3	133.3	389.8	144.9	211.4	109.7	0.687107984	0.964304449	1.205653238
FIG00001110_SSU_ribosomal_protein_S9p_(S16e)_	FIG00001110	SSU_ribosomal_protein_S9p_(S16e)_	13236.3	2221.4	6764.4	4967	2615.7	2139.5	9457.9	8984.2	6927.8	6415.9	4631.8	3042.9	0.541228308	0.943069661	1.235290803
